code,description
85158010,"Masini si aparate electrice pentru pulverizarea la cald a metalelor sau a materialelor metaloceramice (excl. masini si aparate electrice pentru lipire sau sudarea metalelor prin rezistenta, masini si aparate pentru sudarea metalelor cu arc electric sau c"
85158090,"Masini si aparate electrice pentru pulverizarea la cald a metalelor sau a materialelor metaloceramice (excl. masini si aparate electrice pentru lipire sau sudarea metalelor prin rezistenta, masini si aparate pentru sudarea metalelor cu arc electric sau c"
85159020,Parti de masini pentru lipire in valuri de tipul celor utilizate pentru fabricarea ansamblelor de circuite imprimate
85159080,Parti de masini si aparate electrice pt lipire/sudare;parti de masini si aparate electrice pt pulverizarea la cald a metalelor/materialelor metaloceramice(excl.de masini pt lipire in valuri utilizate pt fabricarea ansamblelor de circuite imprimate)
85161011,"Incalzitoare de apa si termoplonjoare electrice, instantanee"
85161080,"Incalzitoare de apa si termoplonjoare electrice, altele decat cele instantanee"
85162100,Radiatoare cu acumulare de caldura
85162910,"Radiatoare care functioneaza prin circularea unui lichid, pentru incalzirea incaperilor, a podelelor sau pentru utilizari similare"
85162950,"Radiatoare care functioneaza prin convectie, pentru incalzirea incaperilor, a podelelor sau pentru utilizari similare"
85162991,"Aparate electrice pentru incalzirea incaperilor, a podelelor sau pentru utilizari similare (excl. radiatoare cu acumulare de caldura, radiatoare care functioneaza prin circularea unui lichid, radiatoare care functioneaza prin convectie) cu ventilator inc"
85162999,"Aparate electrice pentru incalzirea incaperilor, a podelelor sau pentru utilizari similare (excl. radiatoare cu acumulare de caldura, radiatoare care functioneaza prin circularea unui lichid, radiatoare care functioneaza prin convectie) fara ventilator i"
85163100,Uscatoare de par
85163200,Alte aparate pentru coafura (excl. uscatoare de par)
85163300,Aparate pentru uscarea mainilor
85164000,Fiare electrice de calcat
85165000,Cuptoare cu microunde
85166010,"Masini de gatit, care au cel putin un cuptor si o plita, pentru uz casnic"
85166050,"Resouri electrice (inclusiv plitele de gatit), pentru uz casnic"
85166070,"Gratare si rotisoare electrice, pentru uz casnic"
85166080,"Cuptoare electrice pentru a fi incastrate, pentru uz casnic"
85166090,"Cuptoare electrice, pentru uz casnic (excl.  masini de gatit, care au cel putin un cuptor si o plita, cuptoare electrice pentru a fi incastrate resouri, plite de gatit, gratare si rotisoare)"
85167100,Aparate pentru prepararea cafelei sau a ceaiului
85167200,Prajitoare de paine
85167920,"Friteuze electrice, pentru uz casnic"
85167970,"Alte aparate electrotermice pentru uz casnic (excl. incalzitoare de apa, instantanee sau cu stocare si termoplonjoare electrice; aparate electrice pentru incalzirea incaperilor, a solului sau pentru utilizari similare, aparate electrotermice pentru coafu"
85168020,"Rezistente electrice incalzitoare, montate pe un suport simplu din material izolant"
85168080,"Rezistente electrice incalzitoare, altele decat cele montate pe un suport simplu din material izolant"
85169000,"Parti de incalzitoare de apa, instantanee sau cu stocare si termoplonjoare electrice; parti de aparate electrice pentru incalzirea incaperilor, a solului sau pentru utilizari similare; parti de aparate electrotermice pentru coafura (de exemplu, uscatoare"
85171100,"Aparate telefonice pentru beneficiari, pentru telefonie prin fir, cu receptor fara fir"
85171300,Telefoane inteligente
85171400,Alte aparate telefonice pentru reteaua de telefonie mobila si pentru alte retele fara fir
85171800,"Aparate telefonice pentru beneficiari, inclusiv telefoanele pentru reteaua de telefonie mobila si pentru alte retele fara fir (excl. aparate telefonice pentru beneficiari, pentru telefonie prin fir, cu receptor fara fir; telefoane pentru reteaua de telef"
85176100,"Statii de baza ale aparatelor pentru transmisia sau receptia vocii, imaginilor sau alte date"
85176200,"Aparate pentru receptia, conversia si transmisia sau regenerarea vocii, a imaginii sau a altor date, inclusiv aparatele pentru comutare (switch) si rutare (router)"
85176910,Videofoane
85176920,Interfoane
85176930,Aparate  receptoare pentru radiotelefonie sau radiotelegrafie
85176990,"Alte aparate pentru transmisia sau receptia vocii, a imaginii sau a altor date, aparatele pentru comunicatie, in retele cu sau fara fir (excl. statii de baza ale aparatelor pentru transmisia sau receptia vocii, imaginilor sau alte date, aparate pentru re"
85177100,Antene si reflectoare de antene de toate tipurile; parti care se utilizeaza impreuna cu aceste articole
85177900,Altele
85181000,Microfoane si suporturile lor (excl.microfoane fara fir cu transmitator incorporat)
85182100,Difuzoare individuale montate in carcasa
85182200,Difuzoare multiple montate in aceeasi carcasa
85182900,"Difuzoare, fara carcasa"
85183000,"Casti de ascultare, care se pun pe cap sau care se introduc in ureche, chiar combinate cu un microfon si ansambluri sau seturi formate dintr-un microfon si unul sau mai multe difuzoare (excl.seturi telefonice, aparate auditive si casti, incorporand sau n"
85184000,Amplificatoarele electrice de audiofrecventa
85185000,Aparatele electrice de amplificare a sunetului
85189000,"Parti de microfoane si parti pentru suporturile lor; parti de difuzoare, chiar montate in carcasele lor; parti de casti de ascultare, care se pun pe cap si care se introduc in ureche, chiar combinate cu un microfon si ansambluri sau seturi formate dintr-"
85192010,Tonomate (record players) care functioneaza prin introducerea unei monede sau a unei fise
85192091,"Aparate care functioneaza prin introducerea unei monede, a unei bancnote, a unui card bancar, a unui jeton sau a altor mijloace de plata, cu sistem optic de citire prin fascicul laser (excl. tonomate, record players, care functioneaza prin introducerea"
85192099,"Aparate care functioneaza prin introducerea unei monede, a unei bancnote, a unui card bancar, a unui jeton sau a altor mijloace de plata, fara sistem optic de citire prin fascicul laser (excl. tonomate, record players, care functioneaza prin introducer"
85193000,"Pick-upuri (care nu sunt prevazute cu amplificatoare electrice de audiofrecventa), patefoane si gramofoane"
85198100,"Aparate de inregistrare a sunetului; aparate de reproducere a sunetului; aparate de inregistrare si reproducere a sunetului, care utilizeaza un suport magnetic, optic sau cu semiconductori (excl.aparate care functioneaza prin introducerea unei monede, a"
85198900,"Aparate de inregistrare/reproducere a sunetului (excl.care utilizeaza un suport magnetic, optic sau cu semiconductori;aparate care functioneaza prin introducerea unei monede,bancnote,card bancar,jeton; pick-up-uri,patefoane,gramofoane;roboti telefonici)"
85211020,"Aparate de inregistrare sau de reproducere videofonica, chiar incorporand un receptor de semnale videofonice, cu banda magnetica, de o latime <= 1,3 cm si a caror viteza de rulare este <= 50 mm pe secunda (excl.camere video cu inregistrare)"
85211095,"Aparate de inregistrare sau de reproducere videofonica, chiar incorporand un receptor de semnale videofonice, cu banda magnetica (excl.cele cu banda magnetica de o latime <= 1,3 cm si a caror viteza de rulare este <= 50 mm pe secunda; camere video cu inr"
85219000,"Aparate de inregistrare sau de reproducere videofonica, chiar incorporand un receptor de semnale videofonice  (excl.cu banda magnetica; camere video cu inregistrare)"
85221000,Doze de pick-up
85229000,Parti si accesorii care pot fi recunoscute ca fiind destinate exclusiv sau in principal aparatelor de inregistrare si reproducere a sunetului sau aparatelor de inregistrare sau de reproducere videofonica (excl.doze de pick-up)
85232100,"Cartele prevazute cu o banda magnetica, pentru inregistrarea sunetului sau pentru inregistrari similare"
85232915,"Benzi magnetice, discuri magnetice, neinregistrate, pentru inregistrarea sunetului sau pentru inregistrari similare"
85232919,"Benzi magnetice, discuri magnetice, inregistrate"
85232990,"Suporturi magnetice pentru inregistrarea sunetului/inregistrari similare (excl.cartele prevazute cu o banda magnetica; benzi magnetice, discuri magnetice)"
85234110,"Discuri pentru sisteme de citire prin fascicul laser cu capacitatea de inregistrare <= 900 megaocteti, altele decat cele care pot fi sterse, pentru inregistrarea sunetului sau pentru inregistrari similare, neinregistrate"
85234130,"Discuri pentru sisteme de citire prin fascicul laser cu capacitatea de inregistrare > 900 megaocteti dar <= 18 gigaocteti, altele decat cele care pot fi sterse, pentru inregistrarea sunetului sau pentru inregistrari similare, neinregistrate"
85234190,"Suporturi optice, pentru inregistrarea sunetului sau pentru inregistrari similare, neinregistrate (excl.discuri pentru sisteme de citire prin fascicul laser cu capacitatea de inregistrare <= 18 gigaocteti, altele decat cele care pot fi sterse)"
85234910,"Discuri digitale versatile (DVD), inregistrate"
85234920,"Discuri pentru sisteme de citire prin fascicul laser, inregistrate [excl.discuri digitale versatile (DVD)]"
85234990,"Suporturi optice, pentru inregistrarea sunetului sau pentru inregistrari similare, inregistrate (excl.discuri pentru sisteme de citire prin fascicul laser)"
85235110,"Dispozitive de stocare nevolatila a datelor pe baza de semiconductoare, neinregistrate"
85235190,"Dispozitive de stocare nevolatila a datelor pe baza de semiconductoare, inregistrate"
85235200,„Cartele inteligente”
85235910,"Medii de stocare a datelor, cu semiconductoare, neinregistrate (excl.dispozitive de stocare nevolatila a datelor pe baza de semiconductoare; cartele inteligente)"
85235990,"Medii de stocare a datelor, cu semiconductoare, inregistrate (excl.dispozitive de stocare nevolatila a datelor pe baza de semiconductoare; cartele inteligente)"
85238010,"Suporturi pentru inregistrarea sunetului sau pentru inregistrari similare, neinregistrate, inclusiv matritele si formele galvanizate pentru fabricarea discurilor, altele decat produsele de la capitolul 37 (excl.suporturi magnetice; suporturi optice; medi"
85238090,"Suporturi pt inregistrarea sunetului/inregistrari similare,inregistrate,incl.matritele si formele galvanizate pt fabricarea discurilor(excl.produsele de la capitolul 37;suporturi magnetice,optice;medii de stocare a datelor cu semiconductoare)"
85241100,Cu cristale lichide
85241200,Cu diode electroluminiscente organice (OLED)
85241900,Altele
85249100,Cu cristale lichide
85249200,Cu diode electroluminiscente organice (OLED)
85249900,Altele
85255000,"Aparate de emisie pentru radiodifuziune sau televiziune, care nu incorporeaza un aparat de receptie"
85256000,"Aparate de emisie pentru radiodifuziune sau televiziune, care incorporeaza un aparat de receptie"
85258100,"Produse ultrarapide, mentionate in nota de subpozitii 1 din prezentul capitol"
85258200,"Altele, rezistente la radiatii, mentionate in nota de subpozitii 2 din prezentul capitol"
85258300,"Altele, cu vedere nocturna, mentionate in nota de subpozitii 3 din prezentul capitol"
85258900,Altele
85261000,Aparate de radiodetectie si de radiosondaj (radar)
85269120,Receptoare de radionavigatie
85269180,Aparate de radionavigatie (excl.receptoare de radionavigatie)
85271200,"Radiocasetofoane de buzunar (dimensiuni <= 170 mm x 100 mm x 45 mm), cu amplificator incorporat, fara difuzoare incorporate, care pot sa functioneze fara o sursa de energie exterioara"
85271300,"Aparate receptoare de radiodifuziune care pot sa functioneze fara o sursa de energie exterioara, combinate cu un aparat de inregistrare sau de reproducere a sunetului (excl.radiocasetofoane de buzunar)"
85271900,"Aparate receptoare de radiodifuziune care pot sa functioneze fara o sursa de energie exterioara, necombinate cu un aparat de reproducere a sunetului"
85272120,"Aparate de receptie de radiodifuziune care nu pot functiona decat cu o sursa de energie exterioara, de tipul celor utilizate la automobile, combinate cu un aparat de inregistrare sau de reproducere a sunetului, capabile sa receptioneze si sa decodifice s"
85272152,"Aparate de receptie de radiodifuziune care nu pot functiona decat cu o sursa de energie exterioara, de tipul celor utilizate la automobile, combinate cu un aparat de inregistrare sau de reproducere a sunetului, capabile sa receptioneze si sa decodifice s"
85272159,"Aparate de receptie de radiodifuziune care nu pot functiona decat cu o sursa de energie exterioara, de tipul celor utilizate la automobile, combinate cu un aparat de inregistrare sau de reproducere a sunetului, capabile sa receptioneze si sa decodifice s"
85272170,"Aparate de receptie de radiodifuziune care nu pot functiona decat cu o sursa de energie exterioara, de tipul celor utilizate la automobile, combinate cu un aparat de inregistrare sau de reproducere a sunetului, cu sistem de citire prin fascicol laser [ex"
85272192,"Aparate de receptie de radiodifuziune care nu pot functiona decat cu o sursa de energie exterioara, de tipul celor utilizate la automobile, combinate cu un aparat de inregistrare sau de reproducere a sunetului, cu caseta si sistem de citire analog/digita"
85272198,"Aparate de receptie de radiodifuziune care nu pot functiona decat cu o sursa de energie exterioara, de tipul celor utilizate la automobile, combinate cu un aparat de inregistrare sau de reproducere a sunetului [excl.cu caseta si sistem de citire analog/d"
