code,description
57029900,"Covoare,acoperit.de podea din mat.text.,tesute,fara smocuri/suvite,neplusate,confectionate(excl.din lana/par fin de animale,din mat.text.sintetice/artif.;covoareKelim,Schumacks,Karamaniesi covoare similare tesute manual;din fibre de nuci de cocos)"
57031000,"Covoare si alte acoperitoare de podea, cu smocuri, chiar confectionate, din lana sau din par fin de animale"
57032100,Gazon
57032910,Covorase a caror suprafata este de maximum 1 m2
57032919,Altele
57032991,Covorase a caror suprafata este de maximum 1 m2
57032999,Altele
57033100,Gazon
57033910,Covorase a caror suprafata este de maximum 1 m2
57033919,Altele
57033991,Covorase a caror suprafata este de maximum 1 m2
57033999,Altele
57039020,"Covorase, cu smocuri, chiar confectionate, din materiale textile, a caror suprafata este <= 1 m2 (excl. din lana sau din par fin de animale, din nailon sau din alte poliamide, din alte materiale textile sintetice sau artificiale)"
57039080,"Covoare si alte acoperitoare de podea,cu smocuri,chiar confectionate,din mat.textile(excl.covorase cu suprafata<=1m2;din lana/par fin de animale,nailon,alte poliamide,din alte mat.textile sintetice/artificiale)"
57041000,"Covoare din pasla, fara smocuri sau suvite, chiar confectionate, a caror suprafata este <= 0,3 m2"
57042000,"Covoare din pasla, fara smocuri sau suvite, chiar confectionate, a caror suprafata este > 0,3 m2 dar <= 1 m2"
57049000,"Covoare din pasla, fara smocuri sau suvite, chiar confectionate, a caror suprafata este > 1 m2"
57050030,"Covoare si acoperitoare de podea, din materiale textile sintetice sau artificiale, chiar confectionate (excl.cu puncte innodate sau infasurate; tesute; cu smocuri; din pasla)"
57050080,"Covoare si acoperitoare de podea din materiale textile, chiar confectionate (excl.din materiale textile sintetice sau artificiale; cu puncte innodate sau infasurate; tesute; cu smocuri; din pasla)"
58011000,"Catifele si plusuri tesute si tesaturi tip chenille (omida), din lana sau din par fin de animale (excl. tesaturi buclate de tip buret; suprafete textile cu smocuri; panglici)"
58012100,"Catifele si plusuri de batatura, netaiate, din bumbac (excl. tesaturi buclate de tip buret; suprafete textile cu smocuri; panglici)"
58012200,"Catifele si plusuri de batatura, taiate, reiate, din bumbac (excl. tesaturi buclate de tip buret; suprafete textile cu smocuri; panglici)"
58012600,"Tesaturi tip chenille (omida), din bumbac (excl. tesaturi buclate de tip buret; suprafete textile cu smocuri; panglici)"
58013100,"Catifele si plusuri de batatura, netaiate, din fibre sintetice sau artificiale (excl. tesaturi buclate de tip buret; suprafete textile cu smocuri; panglici)"
58013200,"Catifele si plusuri de batatura, taiate, reiate, din fibre sintetice sau artificiale (excl. tesaturi buclate de tip buret; suprafete textile cu smocuri; panglici)"
58013300,"Catifele si plusuri de batatura, taiate, din fibre sintetice sau artificiale (excl.reiate; tesaturi buclate de tip buret; suprafete textile cu smocuri; panglici)"
58013600,"Tesaturi tip chenille (omida), din fibre sintetice sau artificiale (excl.reiate; tesaturi buclate de tip buret; suprafete textile cu smocuri; panglici)"
58013700,"Catifele si plusuri de urzeala, din fibre sintetice sau artificiale (excl.reiate; tesaturi buclate de tip buret; suprafete textile cu smocuri; panglici)"
58019010,"Catifele si plusuri tesute si tesaturi tip chenille (omida), din in (excl. tesaturi buclate de tip buret; suprafete textile cu smocuri; panglici)"
58019090,"Catifele si plusuri tesute si tesaturi tip chenille (omida), din materiale textile (excl.din lana sau din par fin de animale, din bumbac, din fibre sintetice sau artificiale, din in; tesaturi buclate de tip buret; suprafete textile cu smocuri; panglici"
58021000,"Tesaturi buclate de tip buret (éponge), din bumbac"
58022000,"Tesaturi buclate de tip buret (eponge), din materiale textile (excl.din bumbac; panglici; suprafete textile cu smocuri; covoare si alte acoperitoare de podea)"
58023000,Suprafete textile cu smocuri (excl.covoare si alte acoperitoare de podea)
58030010,"Tesaturi tip gazeu, din bumbac (excl. panglici)"
58030030,"Tesaturi tip gazeu, din matase sau din deseuri de matase (excl. panglici)"
58030090,"Tesaturi tip gazeu  (excl. din bumbac, din matase sau din deseuri de matase; panglici)"
58041010,"Tuluri, alte panze tip tul si tesaturi cu ochiuri innodate, simple (excl.materiale tricotate sau crosetate)"
58041090,"Tuluri, alte panze tip tul si tesaturi cu ochiuri innodate  (excl.simple; materiale tricotate sau crosetate)"
58042100,"Dantele din una sau mai multe bucati, benzi sau motive decorative, executate mecanic, din fibre sintetice sau artificiale (excl.materiale tricotate sau crosetate)"
58042900,"Dantele din una sau mai multe bucati, benzi sau motive decorative, executate mecanic, din materiale textile (excl.din fibre sintetice sau artificiale; materiale tricotate sau crosetate)"
58043000,"Dantele din una sau mai multe bucati, benzi sau motive decorative, executate manual (excl.materiale tricotate sau crosetate)"
58050000,"Tapiserii tesute manual (de tip Gobelin, Flandra, Aubusson, Beauvais si similare) si tapiserii cu acul (de exemplu, cu punct mic, cu cruciulite), chiar confectionate"
58061000,"Panglici din catifea, plus, tesaturi tip chenille (omida) sau din tesaturi buclate tip buret (eponge)"
58062000,"Panglici,cu>=5% din greut.fire din elastomeri/din cauciuc(excl.panglici din catifea,plus,tesaturi tip chenille sau din tesaturi buclate tip buret;etichete,ecusoane si art.similare din mat.textile,sub forma de bucati,benzi sau decupate,nebrodate)"
58063100,"Panglici (excl.cele clasificate la poz.5807,58061000,58062000), din bumbac"
58063210,"Panglici (excl.cele clasificate la poz.5807,58061000,58062000), din fibre sintetice sau artificiale, cu liziere reale"
58063290,"Panglici, din fibre sintetice sau artificiale (excl.cele clasificate la poz.5807,58061000,58062000;cu liziere reale)"
58063900,"Panglici (excl.cele clasificate la poz.5807,58061000,58062000), din materiale textile (excl.din bumbac sau fibre sintetice/artificiale)"
58064000,"Panglici fara batatura, din fire sau fibre paralelizate si lipite (bolduc)"
58071010,"Etichete, ecusoane si articole similare din materiale textile, sub forma de bucati, benzi sau decupate, nebrodate, tesute, cu inscrisuri sau motive obtinute prin tesere"
58071090,"Etichete, ecusoane si articole similare din materiale textile, sub forma de bucati, benzi sau decupate, nebrodate, tesute (excl.cu inscrisuri sau motive obtinute prin tesere)"
58079010,"Etichete, ecusoane si articole similare din materiale textile, sub forma de bucati, benzi sau decupate, nebrodate, din pasla sau materiale netesute"
58079090,"Etichete, ecusoane si articole similare din materiale textile, sub forma de bucati, benzi sau decupate, nebrodate (excl. tesute; din pasla sau materiale netesute)"
58081000,Impletituri din una sau mai multe bucati
58089000,"Articole de pasmanterie si articole ornamentale similare, din una sau mai multe bucati, fara broderie, altele decat cele crosetate sau tricotate; ciucuri, pampoane si articole similare (excl.impletituri din una sau mai multe bucati)"
58090000,"Tesaturi din fire din metal si tesaturi din fire metalice sau din fire textile metalizate de la pozitia 5605, de tipul celor utilizate pentru imbracaminte, mobilier sau utilizari similare, nedenumite si necuprinse in alta parte"
58101010,"Broderii prin coroziune (chimice) sau aeriene si broderii cu fond decupat (broderii sparte), sub forma de bucati, benzi sau motive decorative, cu o valoare > 35 euro/kg (greutate neta)"
58101090,"Broderii prin coroziune (chimice) sau aeriene si broderii cu fond decupat (broderii sparte), sub forma de bucati, benzi sau motive decorative, cu o valoare <= 35 euro/kg (greutate neta)"
58109110,"Broderii sub forma de bucati, benzi sau motive decorative, din bumbac, cu o valoare > 17,50 euro/kg (greutate neta) [excl.broderii prin coroziune (chimice) sau aeriene si broderii cu fond decupat (broderii sparte)]"
58109190,"Broderii sub forma de bucati, benzi sau motive decorative, din bumbac, cu o valoare <= 17,50 euro/kg (greutate neta) [excl.broderii prin coroziune (chimice) sau aeriene si broderii cu fond decupat (broderii sparte)]"
58109210,"Broderii sub forma de bucati, benzi sau motive decorative, din fibre sintetice sau artificiale, cu o valoare > 17,50 euro/kg (greutate neta) [excl.broderii prin coroziune (chimice) sau aeriene si broderii cu fond decupat (broderii sparte)]"
58109290,"Broderii sub forma de bucati, benzi sau motive decorative, din fibre sintetice sau artificiale, cu o valoare <= 17,50 euro/kg (greutate neta) [excl.broderii prin coroziune (chimice) sau aeriene si broderii cu fond decupat (broderii sparte)]"
58109910,"Broderii sub forma de bucati, benzi sau motive decorative, din materiale textile, cu o valoare > 17,50 euro/kg (greutate neta) [excl.din bumbac, din fibre sintetice sau artificiale; broderii prin coroziune (chimice) sau aeriene si broderii cu fond decu"
74061000,Pulberi din cupru cu structura nelamelara
58109990,"Broderii sub forma de bucati,benzi sau motive decorative,din mat.textile,cu valoare<=17,50euro/kg(greutate neta)[excl.din bumbac,fibre sintetice/artificiale;broderii prin coroziune (chimice) sau aeriene si broderii cu fond decupat (broderii sparte)]"
58110000,"Produse textile matlasate din una/mai multe bucati,constituite dintr-unul/mai multe straturi de mat.textile asociate cu un mat.de umplutura,tighelite,capitonate,altfel compartimentate(excl.broderii sub forma de bucati,benzi,motive decorative)"
59011000,"Tesaturi acoperite cu clei sau cu substante amilacee, de tipul celor utilizate in legatorie, cartonaj, ca materiale de acoperire a cartilor sau pentru utilizari similare"
59019000,Panze de calc sau transparente pentru desen; panze pregatite pentru pictura; vatir si tesaturi similare pentru confectionarea palariilor
59021010,"Tesaturi cord pentru anvelope din fire de mare rezistenta din nailon sau din alte poliamide, impregnate cu cauciuc"
59021090,Tesaturi cord pentru anvelope din fire de mare rezistenta din nailon sau din alte poliamide (excl.impregnate cu cauciuc)
59022010,"Tesaturi cord pentru anvelope din fire de mare rezistenta din poliesteri, impregnate cu cauciuc"
59022090,Tesaturi cord pentru anvelope din fire de mare rezistenta din poliesteri (excl. impregnate cu cauciuc)
59029010,"Tesaturi cord pentru anvelope din fire de mare rezistenta din viscoza, impregnate cu cauciuc"
59029090,Tesaturi cord pentru anvelope din fire de mare rezistenta din viscoza (excl.impregnate cu cauciuc)
59031010,"Tesaturi impregnate cu poli(clorura de vinil) (excl.tesaturi cord pentru anvelope din fire de mare rezistenta din nailon sau din alte poliamide, din poliesteri sau viscoza)"
59031090,"Tesaturi acoperite, imbracate sau stratificate cu poli(clorura de vinil) (excl.tesaturi cord pentru anvelope din fire de mare rezistenta din nailon sau din alte poliamide, din poliesteri sau viscoza)"
59032010,"Tesaturi impregnate cu poliuretan (excl.tesaturi cord pentru anvelope din fire de mare rezistenta din nailon sau din alte poliamide, din poliesteri sau viscoza)"
59032090,"Tesaturi acoperite, imbracate sau stratificate cu poliuretan (excl.tesaturi cord pentru anvelope din fire de mare rezistenta din nailon sau din alte poliamide, din poliesteri sau viscoza)"
59039010,"Tesaturi impregnate cu material plastic [excl.cu poli(clorura de vinil), poliuretan; tesaturi cord pentru anvelope din fire de mare rezistenta din nailon sau din alte poliamide, din poliesteri sau viscoza]"
59039091,"Tesat.acoperite,imbracate,stratificate cu derivati din celuloza/alte mat.plastice,mat.textil reprezentand doar fata[excl.cu poli(clorura de vinil),poliuretan;tesat.cord pt anvelope din fire de mare rezistenta din nailon/alte poliamide/poliesteri/viscoza]"
59039099,"Tesat.acoperite,imbrac.,stratific.cu mat.plastic(excl.cu deriv.din celuloza/alte mat.plastice,mat.textil reprezentand doar fata;cu policlorura de vinil,poliuretan;tesat.cord pt anvelope din fire de mare rezist.din nailon/alte poliamide/poliesteri/viscoza"
59041000,"Linoleumuri, chiar decupate"
59049000,"Acoperitoare de podea constand dintr-o imbracare sau o acoperire aplicata pe un suport textil, chiar decupate (excl.linoleumuri)"
59050010,"Tapet din materiale textile, constand din fire dispuse paralel pe un suport"
59050030,Tapet din in (excl.cele constand din fire dispuse paralel pe un suport)
59050050,Tapet din iuta (excl.cele constand din fire dispuse paralel pe un suport)
59050070,Tapet din fibre sintetice sau artificiale (excl.cele constand din fire dispuse paralel pe un suport)
59050090,"Tapet din materiale textile (excl.din in, iuta, fibre sintetice sau artificiale; cele constand din fire dispuse paralel pe un suport)"
59061000,"Benzi adezive din materiale textile cauciucate, cu latimea <= 20 cm (excl. impregnate sau acoperite cu substante farmaceutice sau conditionate pentru vanzarea cu amanuntul in scopuri medicale, chirurgicale, stomatologice sau veterinare)"
59069100,"Tesaturi cauciucate, din materiale tricotate sau crosetate (excl.benzi adezive cu latimea <=20 cm; tesaturi cord pentru anvelope din fire de mare rezistenta din nailon sau din alte poliamide, din poliesteri sau viscoza)"
59069910,Tesaturi din fire textile paralele si aglomerate intre ele cu cauciuc
59069990,Tesaturi cauciucate(excl.tesat.din fire textile paralele si aglomerate intre ele cu cauciuc;din materiale tricotate/crosetate;benzi adezive cu latimea<=20cm;tesaturi cord pt anvelope din fire de mare rezistenta din nailon/alte poliamide/poliesteri/viscoz
59070000,"Tesaturi impregnate, imbracate sau acoperite; panze pictate pentru decoruri de teatru, decoruri pentru studiouri sau pentru utilizari similare, nespecificate in alta parte"
59080000,"Fitile textile tesute, impletite sau tricotate, pentru lampi, lampi de gatit, brichete, lumanari sau articole similare; mansoane pentru lampi cu incandescenta si tricoturi tubulare, care servesc la fabricarea acestora, chiar impregnate"
59090010,"Furtunuri pentru pompe si furtunuri similare din fibre sintetice, chiar cu armaturi sau accesorii din alte materiale"
59090090,"Furtunuri pentru pompe si furtunuri similare din materiale textile, chiar cu armaturi sau accesorii din alte materiale (excl.din fibre sintetice)"
59100000,"Benzi transportoare sau curele de transmisie, din materiale textile, chiar impregnate, imbracate, acoperite sau stratificate cu materiale plastice sau ranforsate cu metal sau cu alte materiale"
59111000,"Tesaturi,pasle,tesaturi dublate cu pasla,acoperite,imbracate,stratificate cu cauciuc,piele,alte materiale,de tipul celor utiliz.pt fabricarea garniturilor de carda,si produse similare pt alte utiliz.tehnice,incl.panglicile fabricate din catifea,impregnat"
59112000,"Panze de sita, chiar confectionate"
59113111,"Tesaturi si pasle fara sfarsit sau prevazute cu dispozitive de jonctiune, de tipul celor utilizate pentru masini de fabricat hartie (de exemplu, de constituire a tesaturilor), cu o greutate < 650g/m2, din matase, fibre sintetice sau artificiale"
59113119,"Tesaturi si pasle fara sfarsit/prevaz.cu dispozitive de jonctiune,de tip celor utiliz.la masinile de prel.a hartiei/masinile similare(de ex.pt fabricat pasta de lemn/azbociment),cu o greut.<650g/m2,din matase,fibre sintetice/artificiale(excl.de tip celor"
59113190,"Tesaturi si pasle fara sfarsit/prevaz.cu dispozitive de jonctiune,de tipul celor utiliz.la masinile de prel.a hartiei sau la masinile similare(de ex.pt fabricat pasta de lemn/azbociment),cu o greutate<650g/m2,din mat.textile(excl.din matase,fibre sinteti"
74062000,Pulberi din cupru cu structura lamelara; fulgi (paiete)
59113211,"Tesaturi cu un strat de capuseala cusut pe ele, de tipul celor utilizate pentru masini de fabricat hartie (de exemplu, pasla pentru presa), cu o greutate >= 650g/m2, din matase, din fibre sintetice sau artificiale"
59113219,"Tesaturi si pasle fara sfarsit/prevazute cu dispozitive de jonctiune,de tip celor utiliz.la masinile de prel.a hartiei/masinile similare(de ex.pt fabricat pasta de lemn/azbociment),cu o greutate>=650g/m2,din matase,fibre sintetice/artificiale[excl.tesat."
59113290,"Tesaturi si pasle fara sfarsit/prevaz.cu disp.de jonctiune,de tip celor utiliz.la masinile de prel.a hartiei/masinile similare(de ex.pt fabricat pasta de lemn/azbociment),cu o greutate>=650g/m2,din mat.textile(excl.din matase,fibre sintetice/artificiale)"
59114000,"Tesaturi pentru filtrare de tipul celor utilizate la presele de ulei sau pentru utilizari tehnice similare, inclusiv cele din par uman"
59119010,"Produse si articole textile pentru utilizari tehnice, mentionate la nota 7 din capitolul 59, nespecificate in alta parte, din pasla"
59119091,Discuri abrazive autoadezive de tipul celor folosite la fabricarea plachetelor de semiconductori
59119099,"Produse si articole textile pentru utilizari tehnice, mentionate la nota 7 din capitolul 59, nespecificate in alta parte"
60011000,"Materiale asa-zise cu par lung, tricotate sau crosetate"
60012100,"Materiale buclate, tricotate sau crosetate, din bumbac"
60012200,"Materiale buclate, tricotate sau crosetate, din fibre sintetice sau artificiale"
60012900,"Materiale buclate, tricotate sau crosetate, din materiale textile (excl.din bumbac, fibre sintetice sau artificiale)"
60019100,"Catifea, plus, tricotate sau crosetate, din bumbac (excl. materiale asa-zise cu par lung si materiale buclate)"
60019200,"Catifea, plus, tricotate sau crosetate, din fibre sintetice sau artificiale (excl. materiale asa-zise cu par lung si materiale buclate)"
60019900,"Catifea, plus, tricotate sau crosetate, din materiale textile  (excl.din bumbac, fibre sintetice sau artificiale; materiale asa-zise cu par lung si materiale buclate)"
60024000,"Materiale tricotate sau crosetate cu o latime <= 30 cm, care contin >= 5% din greutate fire din elastomeri, dar nu contin fire din cauciuc (excl. catifea, plus, materiale asa-zise cu par lung si materiale buclate)"
60029000,"Materiale tricotate sau crosetate cu o latime <= 30 cm, care contin >= 5% din greutate fire din elastomeri si fire din cauciuc (excl. catifea, plus, materiale asa-zise cu par lung si materiale buclate)"
60031000,"Materiale tricotate sau crosetate cu o latime <= 30 cm, din lana sau din par fin de animale (excl. catifea, plus, materiale asa-zise cu par lung si materiale buclate; care contin >= 5% din greutate fire din elastomeri sau fire de cauciuc)"
60032000,"Materiale tricotate sau crosetate cu o latime <= 30 cm, din bumbac (excl. catifea, plus, materiale asa-zise cu par lung si materiale buclate; care contin >= 5% din greutate fire din elastomeri sau fire de cauciuc)"
60033010,"Dantele Raschel, din fibre sintetice, tricotate sau crosetate cu o latime <= 30 cm (excl.care contin >= 5% din greutate fire din elastomeri sau fire de cauciuc)"
60033090,"Materiale tricotate sau crosetate cu o latime <= 30 cm, din fibre sintetice (excl. dantele Rashel; catifea, plus, materiale asa-zise cu par lung si materiale buclate; care contin >= 5% din greutate fire din elastomeri sau fire de cauciuc)"
60034000,"Materiale tricotate sau crosetate cu o latime <= 30 cm, din fibre artificiale (excl. catifea, plus, materiale asa-zise cu par lung si materiale buclate; care contin >= 5% din greutate fire din elastomeri sau fire de cauciuc)"
60039000,"Materiale tricotate/crosetate cu o latime<=30 cm(excl.din lana/par fin de animale,bumbac,fibre sintetice/artificiale;catifea,plus,materiale cu par lung si materiale buclate;care contin>=5% din greut.fire din elastomeri/de cauciuc)"
60041000,"Materiale tricotate sau crosetate cu o latime > 30 cm, care contin >= 5% din greutate fire din elastomeri, dar nu contin fire din cauciuc (excl. catifea, plus, materiale asa-zise cu par lung si materiale buclate)"
60049000,"Materiale tricotate sau crosetate cu o latime > 30 cm, care contin >= 5% din greutate fire din elastomeri si fire din cauciuc (excl. catifea, plus, materiale asa-zise cu par lung si materiale buclate)"
60052100,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu o latime>30cm,din bumbac,nealbite/albite(excl.catifea,plus,materiale cu par lung si materiale buclate;care contin>=5% din greut.fire din elastomeri/de cauciuc)"
60052200,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu o latime>30cm,din bumbac,vopsite(excl.catifea,plus,materiale cu par lung si materiale buclate;care contin>=5% din greut.fire din elastomeri/de cauciuc)"
60052300,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu o latime>30cm,din bumbac,din fire de diferite culori(excl.catifea,plus,materiale cupar lung si materiale buclate;care contin>=5% din greut.fire din elastomeri/de cauciuc)"
60052400,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu o latime>30cm,din bumbac,imprimate(excl.catifea,plus,materiale cu par lung si materiale buclate;care contin>=5% din greut.fire din elastomeri/de cauciuc)"
60053500,"tesaturi din fibre sintetice, mentionate in nota de subpozitie 1 din capitolul 60"
60053600,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu o latime>30 cm,din fibre sintetice,albite/nealbite(excl.catifea,plus,materiale cu par lung si materiale buclate;cu>=5% din greut.fire din elastomeri/cauciuc;tesaturi mentiona"
60053700,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu o latime>30 cm,din fibre sintetice,vopsite(excl.catifea,plus,materiale cu par lung si materiale buclate;cu>=5% din greut.fire din elastomeri/cauciuc;tesaturi mentionate in no"
60053800,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu o latime>30 cm,din fibre sintetice,din fire de diferite culori(excl.catifea,plus,materiale cu par lung si materiale buclate;cu>=5% din greut.fire din elastomeri/cauciuc;tesat"
60053900,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu o latime>30 cm,din fibre sintetice,imprimate(excl.catifea,plus,materiale cu par lung si materiale buclate;cu>=5% din greut.fire din elastomeri/cauciuc;tesaturi mentionate in"
60054100,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu latime>30cm,din fibre artificiale,nealbite/albite(excl.catifea,plus,materiale cupar lungsi buclate;cu>=5% din greut.fire din elastomeri/cauciuc)"
74071000,"Bare, tije si profile din cupru din cupru rafinat"
60054200,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu latime>30cm,din fibre artificiale,vopsite(excl.catifea,plus,materiale cupar lungsi buclate;cu>=5% din greutate fire din elastomeri/cauciuc)"
60054300,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu latime>30cm,din fibre artificiale,din fire de dif.culori(excl.catifea,plus,materiale cupar lungsi buclate;cu>=5% din greut.fire din elastomeri/cauciuc)"
60054400,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu latime>30 cm,din fibre artificiale,imprimate(excl.catifea,plus,materiale cupar lung si buclate;cu>=5% din greut.fire din elastomeri/cauciuc)"
60059010,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu latime>30cm,din lana/par fin de animale(excl.catifea,plus,materiale cupar lungsi buclate;cu>=5% din greut.fire din elastomeri/cauciuc)"
60059090,"Materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici),cu latime>30cm(excl.din bumbac,fibre sintetice/artificiale,lana/par fin de animale;catifea,plus,materiale cupar lungsi buclate;cu>=5% din greut.fire din elastomeri/cauciuc)"
60061000,"Materiale tricotate/crosetate,cu o latime>30cm,din lana/par fin de animale[excl.materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici);cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lungsi buclate]"
60062100,"Materiale tricotate/crosetate,cu o latime>30cm,din bumbac,nealbite/albite[excl.materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici);cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lungsi buclate]"
60062200,"Materiale tricotate/crosetate,cu o latime>30cm,din bumbac,vopsite[excl.mat.tricotate cu urzeala(incl.cele obt.pe masini de produs panglici);cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lungsi materiale buclate]"
60062300,"Materiale tricotate/crosetate,cu o latime>30cm,din bumbac,din fire de dif.culori[excl.mat.tricotate cu urzeala(incl.cele obt.pe masini de produs panglici);cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lungsi buclate]"
60062400,"Materiale tricotate/crosetate,cu o latime>30cm,din bumbac,imprimate[excl.mat.tricotate cu urzeala(incl.cele obt.pe masini de produs panglici);cu> 5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cu par lung si buclate]"
60063100,"Materiale tricotate/crosetate,cu o latime>30cm,din fibre sintetice,nealbite/albite[excl.materiale tricotate cu urzeala(incl.cele obt.pe masini de produs panglici);cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lung si buclate"
60063200,"Materiale tricotate/crosetate,cu o latime>30cm,din fibre sintetice,vopsite[excl.mat.tricotate cu urzeala(incl.cele obt.pe masini de produs panglici);cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lungsi materiale buclate]"
60063300,"Materiale tricotate/crosetate,cu latime>30 cm,din fibre sintetice,din fire de dif.culori[excl.mat.tricotate cu urzeala(incl.cele obt.pe masini de produs panglici);cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lungsi buclate]"
60063400,"Materiale tricotate/crosetate,cu latime>30cm,din fibre sintetice,imprimate[excl.materiale tricotate cu urzeala(incl.cele obt.pe mas.de produs panglici);cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lung si buclate]"
60064100,"Materiale tricotate/crosetate,cu latime>30 cm,din fibre artificiale,nealbite/albite[excl.mat.tricotate cu urzeala(incl.cele obt.pe masini de produs panglici);cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lungsi buclate]"
60064200,"Materiale tricotate/crosetate,cu latime>30cm,din fibre artificiale,vopsite[excl.mat.tricotate cu urzeala(incl.cele obt.pe masini de produs panglici);cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lung si buclate]"
60064300,"Materiale tricotate/rosetate,cu latime>30 cm,din fibre artificiale,din fire de dif.culori[excl.mat.tricotate cu urzeala(incl.cele obt.pe masini de produs panglici);cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lungsi buclate"
60064400,"Materiale tricotate/crosetate,cu latime>30cm,din fibre artificiale,imprimate[excl.mat.tricotate cu urzeala(incl.cele obt.pe masini de produs panglici);cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lung si buclate]"
60069000,"Materiale tricotate/crosetate,cu latime>30cm (excl.din lana/par fin de animale,bumbac,fibre sintetice/artificiale;mat.tricotate cu urzeala;cu>=5% din greut.fire din elastomeri/cauciuc;catifea,plus,materiale cupar lungsi buclate)"
61012010,"Paltoane, scurte, pelerine si articole similare, tricotate sau crosetate, pentru barbati sau pentru baieti, din bumbac"
61012090,"Hanorace(inclusiv jachete de schi), bluzoane si articole similare, tricotate sau crosetate, pentru barbati sau pentru baieti, din bumbac (excl.costume sau compleuri, ansambluri, jachete, sacouri, pantaloni, salopete cu bretele, pantaloni scurti si sortur"
61013010,"Paltoane, scurte, pelerine si articole similare, tricotate sau crosetate, pentru barbati sau pentru baieti, din fire sintetice sau artificiale"
61013090,"Hanorace(incl.jachete de schi),bluzoane si art.similare,tricotate/crosetate,pt barbati/baieti,din fire sintetice/artificiale (excl.costume sau compleuri, ansambluri, jachete, sacouri, pantaloni, salopete cu bretele, pantaloni scurti si sorturi)"
61019020,"Paltoane, scurte, pelerine si articole similare, tricotate sau crosetate, pentru barbati sau pentru baieti, din materiale textile (excl.din bumbac, din fire sintetice sau artificiale)"
61019080,"Hanorace(incl.jachete de schi),bluzoane si art.similare,tricotate/crosetate,pt barbati/baieti,din mat.textile(excl.din bbc.,din fire sintetice/artificiale;costume/compleuri,ansambluri,jachete,sacouri,pantaloni,salopete cu bretele,pantaloni scurti,sorturi"
61021010,"Paltoane, scurte, pelerine si articole similare, tricotate sau crosetate, pentru femei sau fete, din lana sau par fin de animale"
61021090,"Hanorace (inclusiv jachete de schi), bluzoane si articole similare, tricotate sau crosetate, pentru femei sau fete, din lana sau par fin de animale (excl.taioare, ansambluri, jachete, sacouri, rochii, fuste, fuste-pantalon, pantaloni, salopete cu bretele"
61022010,"Paltoane, scurte, pelerine si articole similare, tricotate sau crosetate, pentru femei sau fete, din bumbac (excl.taioare, ansambluri, jachete, sacouri, rochii, fuste, fuste-pantalon, pantaloni, salopete cu bretele, pantaloni scurti si sorturi)"
61022090,"Hanorace (inclusiv jachete de schi), bluzoane si articole similare, tricotate sau crosetate, pentru femei sau fete, din bumbac (excl.taioare, ansambluri, jachete, sacouri, rochii, fuste, fuste-pantalon, pantaloni, salopete cu bretele)"
74072110,Bare si tije pe baza de cupru-zinc (alama)
61023010,"Paltoane, scurte, pelerine si articole similare, tricotate sau crosetate, pentru femei sau fete, din fibre sintetice sau artificiale"
61023090,"Hanorace(incl.jachete de schi),bluzoane si art.similare,tricotate/crosetate,pt femei/fete,din fibre sintetice/artificiale(excl.taioare,ansambluri,jachete,sacouri,rochii,fuste,fuste-pantalon,pantaloni,salopete cu bretele)"
61029010,"Paltoane, scurte, pelerine si articole similare, tricotate sau crosetate, pentru femei sau fete, din materiale textile (excl.din lana sau par fin de animale, bumbac, fibre sintetice sau artificiale)"
